unique_id_num,tagging_date,unique_id,channel,tag_id,use,total_length,crew,tagger,year,date,time,date_time,flight_num,flight_day,antenna,mort,power,hits,latitude,longitude,time_frame,highest_signal,section,current_state,current_state_num,fate_detailed,fate_detailed_num,notes,tagging_location,life_history,tagging_habitat
153,5/9/2019,22-50,22,50,Y,605,"LG, DF",,2020,10/22/2020,0.4611,10/22/2020 11:03:59,11,1,belly,True,111,11,64.749175,-148.055096,4_fall,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
153,5/9/2019,22-50,22,50,Y,605,"LG, DF",,2021,1/13/2021,0.490359,01/13/2021 11:46:07,12,1,right,True,93,15,64.74824,-148.05376,1_winter,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
153,5/9/2019,22-50,22,50,Y,605,"LG, DF",,2021,1/27/2021,0.499769,01/27/2021 11:59:40,13,2,left,True,93,8,64.74997,-148.02214,1_winter,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
154,5/9/2019,22-51,22,51,Y,670,"LG, DF",,2019,5/9/2019,,NA,0.1,0,NA,NA,0,0,64.75185,-148.04018,0_Tagging,NA,Middle,alive,0,alive,0, ,Middle,mainstem,mainstem
154,5/9/2019,22-51,22,51,Y,670,"LG, DF",,2019,5/19/2019,0.646551,05/19/2019 15:31:02,3,1,wing,False,70,1,64.747531,-148.027447,2_spring,True,Middle,alive,0,alive,0, ,Middle,mainstem,mainstem
154,5/9/2019,22-51,22,51,Y,670,"LG, DF",,2019,7/25/2019,0.561632,07/25/2019 13:28:45,4,1,wing,False,59,10,64.795388,-147.766136,3_summer,True,Middle,alive,0,alive,0, ,Middle,mainstem,mainstem
154,5/9/2019,22-51,22,51,Y,670,"LG, DF",,2020,2/5/2020,0.416875,02/05/2020 10:00:18,8,1,wing,True,54,1,64.787387,-147.713232,1_winter,True,Middle,alive,0,alive,0, ,Middle,mainstem,mainstem
155,5/9/2019,22-52,22,52,Y,688,"LG, DF",,2019,5/9/2019,,NA,0.1,0,NA,NA,0,0,64.75185,-148.04018,0_Tagging,NA,Middle,alive,0,alive,0, ,Middle,mainstem,mainstem
155,5/9/2019,22-52,22,52,Y,688,"LG, DF",,2019,5/19/2019,0.651007,05/19/2019 15:37:27,3,1,belly,False,69,1,64.654288,-148.357092,2_spring,True,Middle,alive,0,alive,0, ,Middle,mainstem,mainstem
155,5/9/2019,22-52,22,52,Y,688,"LG, DF",,2019,7/26/2019,0.583356,07/26/2019 14:00:02,4,2,belly,False,87,35,64.570775,-148.745762,3_summer,True,Middle,alive,0,alive,0, ,Middle,mainstem,mainstem
155,5/9/2019,22-52,22,52,Y,688,"LG, DF",,2019,12/18/2019,0.479954,12/18/2019 11:31:08,6,2,belly,False,96,6,64.653628,-148.495857,1_winter,True,Middle,alive,0,alive,0, ,Middle,mainstem,mainstem
155,5/9/2019,22-52,22,52,Y,688,"LG, DF",,2020,1/15/2020,0.567164,01/15/2020 13:36:43,7,1,left,False,81,19,64.652441,-148.489742,1_winter,True,Middle,alive,0,alive,0, ,Middle,mainstem,mainstem
155,5/9/2019,22-52,22,52,Y,688,"LG, DF",,2020,2/8/2020,0.479711,02/08/2020 11:30:47,8,2,wing,False,68,4,64.654236,-148.488458,1_winter,True,Middle,alive,0,alive,0, ,Middle,mainstem,mainstem
155,5/9/2019,22-52,22,52,Y,688,"LG, DF",,2021,1/13/2021,0.491539,01/13/2021 11:47:49,12,1,left,True,61,2,64.722063,-148.156966,1_winter,True,Middle,alive,0,alive,0, ,Middle,mainstem,mainstem
156,5/10/2019,22-53,22,53,Y,653,"JS, DF",,2019,5/10/2019,,NA,0.1,0,NA,NA,0,0,64.77996,-147.96429,0_Tagging,NA,Middle,alive,0,dead,1, forgot to put pit tag in,Middle,mainstem,mainstem
156,5/10/2019,22-53,22,53,Y,653,"JS, DF",,2019,5/19/2019,0.645185,05/19/2019 15:29:04,3,1,belly,False,78,2,64.787595,-147.959178,2_spring,True,Middle,alive,0,dead,1, ,Middle,mainstem,mainstem
156,5/10/2019,22-53,22,53,Y,653,"JS, DF",,2019,7/25/2019,0.563449,07/25/2019 13:31:22,4,1,belly,False,90,17,64.799245,-147.929497,3_summer,True,Middle,alive,0,dead,1, ,Middle,mainstem,mainstem
156,5/10/2019,22-53,22,53,Y,653,"JS, DF",,2019,10/17/2019,0.519352,10/17/2019 12:27:52,5,2,belly,True,100,4,64.73339,-148.144648,4_fall,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
156,5/10/2019,22-53,22,53,Y,653,"JS, DF",,2019,12/18/2019,0.476111,12/18/2019 11:25:36,6,2,belly,True,126,19,64.731067,-148.141085,1_winter,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
156,5/10/2019,22-53,22,53,Y,653,"JS, DF",,2020,1/15/2020,0.571181,01/15/2020 13:42:30,7,1,left,True,81,13,64.71391,-148.174851,1_winter,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
156,5/10/2019,22-53,22,53,Y,653,"JS, DF",,2020,2/8/2020,0.474838,02/08/2020 11:23:46,8,2,belly,True,110,19,64.730028,-148.138761,1_winter,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
156,5/10/2019,22-53,22,53,Y,653,"JS, DF",,2020,5/27/2020,0.564965,05/27/2020 13:33:33,9,1,belly,True,90,25,64.725843,-148.146715,2_spring,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
156,5/10/2019,22-53,22,53,Y,653,"JS, DF",,2020,7/28/2020,0.652766,07/28/2020 15:39:59,10,1,belly,False,53,1,64.719393,-148.157498,3_summer,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
156,5/10/2019,22-53,22,53,Y,653,"JS, DF",,2020,10/22/2020,0.462581,10/22/2020 11:06:07,11,1,belly,True,84,7,64.717091,-148.159838,4_fall,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
156,5/10/2019,22-53,22,53,Y,653,"JS, DF",,2021,1/13/2021,0.491424,01/13/2021 11:47:39,12,1,left,True,76,13,64.72523,-148.149955,1_winter,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
156,5/10/2019,22-53,22,53,Y,653,"JS, DF",,2021,1/27/2021,0.501134,01/27/2021 12:01:38,13,2,left,True,65,4,64.720748,-148.157415,1_winter,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
157,5/24/2019,22-54,22,54,Y,718,"RQ, DS, TV, AG",,2019,5/24/2019,,NA,0.1,0,NA,NA,0,0,64.97954,-149.68707,0_Tagging,NA,Lower,alive,0,dead,1, ,Lower,tributary,tributary
157,5/24/2019,22-54,22,54,Y,718,"RQ, DS, TV, AG",,2019,7/26/2019,0.621655,07/26/2019 14:55:11,4,2,wing,True,83,24,64.932938,-149.779425,3_summer,True,Lower,alive,0,dead,1, ,Lower,tributary,tributary
157,5/24/2019,22-54,22,54,Y,718,"RQ, DS, TV, AG",,2019,10/17/2019,0.559282,10/17/2019 13:25:22,5,2,belly,True,117,7,64.93588,-149.760915,4_fall,True,Lower,alive,0,dead,1, ,Lower,tributary,tributary
157,5/24/2019,22-54,22,54,Y,718,"RQ, DS, TV, AG",,2019,12/18/2019,0.512407,12/18/2019 12:17:52,6,2,belly,True,127,87,64.93712,-149.755997,1_winter,True,Lower,alive,0,dead,1, ,Lower,tributary,tributary
157,5/24/2019,22-54,22,54,Y,718,"RQ, DS, TV, AG",,2020,1/15/2020,0.450313,01/15/2020 10:48:27,7,1,left,True,128,73,64.938252,-149.74318,1_winter,True,Lower,alive,0,dead,1, ,Lower,tributary,tributary
157,5/24/2019,22-54,22,54,Y,718,"RQ, DS, TV, AG",,2020,2/8/2020,0.587604,02/08/2020 14:06:09,8,2,wing,True,96,88,64.911697,-149.814385,1_winter,True,Lower,alive,0,dead,1, ,Lower,tributary,tributary
157,5/24/2019,22-54,22,54,Y,718,"RQ, DS, TV, AG",,2020,5/27/2020,0.625278,05/27/2020 15:00:24,9,1,belly,False,84,13,64.940078,-149.76285,2_spring,True,Lower,alive,0,dead,1, ,Lower,tributary,tributary
157,5/24/2019,22-54,22,54,Y,718,"RQ, DS, TV, AG",,2020,7/28/2020,0.546609,07/28/2020 13:07:07,10,1,belly,True,61,3,64.935858,-149.759755,3_summer,True,Lower,dead,1,dead,1, ,Lower,tributary,tributary
157,5/24/2019,22-54,22,54,Y,718,"RQ, DS, TV, AG",,2020,10/22/2020,0.500266,10/22/2020 12:00:23,11,1,belly,True,103,13,64.93597,-149.76526,4_fall,True,Lower,dead,1,dead,1, ,Lower,tributary,tributary
157,5/24/2019,22-54,22,54,Y,718,"RQ, DS, TV, AG",,2021,1/13/2021,0.597593,01/13/2021 14:20:32,12,1,right,True,146,138,64.939938,-149.766137,1_winter,True,Lower,dead,1,dead,1, ,Lower,tributary,tributary
157,5/24/2019,22-54,22,54,Y,718,"RQ, DS, TV, AG",,2021,1/27/2021,0.601262,01/27/2021 14:25:49,13,2,right,True,115,136,64.928088,-149.773987,1_winter,True,Lower,dead,1,dead,1, ,Lower,tributary,tributary
158,5/7/2019,22-55,22,55,Y,875,"RQ, JS",,2019,5/7/2019,,NA,0.1,0,NA,NA,0,0,64.78114,-147.64853,0_Tagging,NA,Middle,alive,0,dead,1, ,Middle,mainstem,mainstem
158,5/7/2019,22-55,22,55,Y,875,"RQ, JS",,2019,5/20/2019,0.540475,05/20/2019 12:58:17,3,2,wing,False,68,1,64.784615,-147.650015,2_spring,True,Middle,alive,0,dead,1, ,Middle,mainstem,mainstem
158,5/7/2019,22-55,22,55,Y,875,"RQ, JS",,2019,7/26/2019,0.574225,07/26/2019 13:46:53,4,2,wing,True,79,8,64.710012,-148.184306,3_summer,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
158,5/7/2019,22-55,22,55,Y,875,"RQ, JS",,2019,10/17/2019,0.665289,10/17/2019 15:58:01,5,2,belly,True,67,1,64.71986,-148.196312,4_fall,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
158,5/7/2019,22-55,22,55,Y,875,"RQ, JS",,2019,12/18/2019,0.476516,12/18/2019 11:26:11,6,2,wing,True,65,2,64.714612,-148.156738,1_winter,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
158,5/7/2019,22-55,22,55,Y,875,"RQ, JS",,2020,5/27/2020,0.565764,05/27/2020 13:34:42,9,1,belly,False,71,5,64.710608,-148.190353,2_spring,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
158,5/7/2019,22-55,22,55,Y,875,"RQ, JS",,2020,7/28/2020,0.652338,07/28/2020 15:39:22,10,1,belly,True,66,2,64.707035,-148.189946,3_summer,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
158,5/7/2019,22-55,22,55,Y,875,"RQ, JS",,2020,10/22/2020,0.462963,10/22/2020 11:06:40,11,1,belly,True,90,7,64.708503,-148.179477,4_fall,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
158,5/7/2019,22-55,22,55,Y,875,"RQ, JS",,2021,1/27/2021,0.501424,01/27/2021 12:02:03,13,2,left,True,68,6,64.708441,-148.165742,1_winter,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
159,5/24/2019,22-56,22,56,Y,651,"RQ, DS, TV, AG",,2019,5/24/2019,,NA,0.1,0,NA,NA,0,0,64.97954,-149.68707,0_Tagging,NA,Lower,alive,0,alive,0, ,Lower,tributary,tributary
159,5/24/2019,22-56,22,56,Y,651,"RQ, DS, TV, AG",,2019,10/17/2019,0.651134,10/17/2019 15:37:38,5,2,belly,True,87,1,64.945803,-149.567863,4_fall,True,Lower,alive,0,alive,0, ,Lower,tributary,tributary
159,5/24/2019,22-56,22,56,Y,651,"RQ, DS, TV, AG",,2019,12/18/2019,0.506377,12/18/2019 12:09:11,6,2,wing,True,62,62,64.900028,-149.579233,1_winter,False,Lower,alive,0,alive,0, ,Lower,tributary,tributary
159,5/24/2019,22-56,22,56,Y,651,"RQ, DS, TV, AG",,2020,1/15/2020,0.537569,01/15/2020 12:54:06,7,1,left,True,58,2,64.9011,-149.59751,1_winter,True,Lower,alive,0,alive,0, ,Lower,tributary,tributary
159,5/24/2019,22-56,22,56,Y,651,"RQ, DS, TV, AG",,2020,2/8/2020,0.506262,02/08/2020 12:09:01,8,2,wing,True,58,11,64.900257,-149.573723,1_winter,True,Lower,alive,0,alive,0, ,Lower,tributary,tributary
159,5/24/2019,22-56,22,56,Y,651,"RQ, DS, TV, AG",,2020,5/27/2020,0.60713,05/27/2020 14:34:16,9,1,wing,True,87,92,64.96199,-149.526378,2_spring,True,Lower,alive,0,alive,0, ,Lower,tributary,tributary
159,5/24/2019,22-56,22,56,Y,651,"RQ, DS, TV, AG",,2020,7/28/2020,0.539687,07/28/2020 12:57:09,10,1,wing,True,72,15,64.954686,-149.518208,3_summer,True,Lower,alive,0,alive,0, ,Lower,tributary,tributary
159,5/24/2019,22-56,22,56,Y,651,"RQ, DS, TV, AG",,2020,10/22/2020,0.596412,10/22/2020 14:18:50,11,1,wing,True,80,17,64.971665,-149.542543,4_fall,True,Lower,alive,0,alive,0, ,Lower,tributary,tributary
159,5/24/2019,22-56,22,56,Y,651,"RQ, DS, TV, AG",,2021,1/13/2021,0.52331,01/13/2021 12:33:34,12,1,right,True,62,7,64.898038,-149.56069,1_winter,True,Lower,alive,0,alive,0, ,Lower,tributary,tributary
159,5/24/2019,22-56,22,56,Y,651,"RQ, DS, TV, AG",,2021,1/27/2021,0.528588,01/27/2021 12:41:10,13,2,left,True,59,8,64.894953,-149.56125,1_winter,True,Lower,alive,0,alive,0, ,Lower,tributary,tributary
160,5/24/2019,22-57,22,57,Y,683,"RQ, DS, TV, AG",,2019,5/24/2019,,NA,0.1,0,NA,NA,0,0,64.97954,-149.68707,0_Tagging,NA,Lower,alive,0,dead,1, ,Lower,tributary,tributary
160,5/24/2019,22-57,22,57,Y,683,"RQ, DS, TV, AG",,2020,10/22/2020,0.50147,10/22/2020 12:02:07,11,1,belly,True,88,24,64.964128,-149.715195,4_fall,True,Lower,dead,1,dead,1, ,Lower,tributary,tributary
160,5/24/2019,22-57,22,57,Y,683,"RQ, DS, TV, AG",,2021,1/13/2021,0.59897,01/13/2021 14:22:31,12,1,left,True,91,16,64.959591,-149.710891,1_winter,True,Lower,dead,1,dead,1, ,Lower,tributary,tributary
160,5/24/2019,22-57,22,57,Y,683,"RQ, DS, TV, AG",,2021,1/27/2021,0.602697,01/27/2021 14:27:53,13,2,left,True,81,9,64.958761,-149.711662,1_winter,True,Lower,dead,1,dead,1, ,Lower,tributary,tributary
161,5/3/2019,22-58,22,58,Y,627,"RQ, LG, JS",,2019,5/3/2019,,NA,0.1,0,NA,NA,0,0,64.801,-147.2177,0_Tagging,NA,Middle,alive,0,alive,0, Waypoint chosen from map and memory.  Didn't have actual waypoint,Middle,tributary,tributary
161,5/3/2019,22-58,22,58,Y,627,"RQ, LG, JS",,2019,5/20/2019,0.756447,05/20/2019 18:09:17,3,2,wing,False,86,5,64.8309,-147.303143,2_spring,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
161,5/3/2019,22-58,22,58,Y,627,"RQ, LG, JS",,2019,7/26/2019,0.7414,07/26/2019 17:47:37,4,2,wing,False,94,5,64.836042,-147.292158,3_summer,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
161,5/3/2019,22-58,22,58,Y,627,"RQ, LG, JS",,2019,10/7/2019,0.634525,10/07/2019 15:13:43,5,1,belly,False,85,4,64.849802,-147.396102,4_fall,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
161,5/3/2019,22-58,22,58,Y,627,"RQ, LG, JS",,2019,12/18/2019,0.451667,12/18/2019 10:50:24,6,2,wing,False,86,6,64.83277,-147.299735,1_winter,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
161,5/3/2019,22-58,22,58,Y,627,"RQ, LG, JS",,2020,1/15/2020,0.58441,01/15/2020 14:01:33,7,1,left,False,55,2,64.80016,-147.124968,1_winter,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
161,5/3/2019,22-58,22,58,Y,627,"RQ, LG, JS",,2020,11/1/2020,0.686331,11/01/2020 16:28:19,11,2,belly,True,72,2,64.848958,-147.400605,4_fall,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
161,5/3/2019,22-58,22,58,Y,627,"RQ, LG, JS",,2021,1/26/2021,0.734363,01/26/2021 17:37:29,13,1,right,False,51,2,64.798477,-147.797458,1_winter,False,Middle,alive,0,alive,0, ,Middle,tributary,tributary
162,5/25/2019,22-59,22,59,Y,735,"RQ, DS, TV, AG",,2019,5/25/2019,,NA,0.1,0,NA,NA,0,0,64.96992,-149.74221,0_Tagging,NA,Lower,alive,0,dead,1, ,Lower,tributary,tributary
162,5/25/2019,22-59,22,59,Y,735,"RQ, DS, TV, AG",,2019,7/26/2019,0.661493,07/26/2019 15:52:33,4,2,belly,True,69,3,64.966325,-150.776022,3_summer,True,Lower,dead,1,dead,1, ,Lower,tributary,tributary
162,5/25/2019,22-59,22,59,Y,735,"RQ, DS, TV, AG",,2019,12/18/2019,0.545231,12/18/2019 13:05:08,6,2,wing,True,52,2,64.968263,-150.780565,1_winter,True,Lower,dead,1,dead,1, ,Lower,tributary,tributary
162,5/25/2019,22-59,22,59,Y,735,"RQ, DS, TV, AG",,2020,1/15/2020,0.469803,01/15/2020 11:16:31,7,1,right,True,65,5,64.962037,-150.769168,1_winter,True,Lower,dead,1,dead,1, ,Lower,tributary,tributary
162,5/25/2019,22-59,22,59,Y,735,"RQ, DS, TV, AG",,2020,2/8/2020,0.521979,02/08/2020 12:31:39,8,2,belly,True,62,2,64.967023,-150.784188,1_winter,True,Lower,dead,1,dead,1, ,Lower,tributary,tributary
163,5/17/2019,22-60,22,60,Y,606,"JS, DF",,2019,5/17/2019,,NA,0.1,0,NA,NA,0,0,64.81616,-147.26749,0_Tagging,NA,Middle,alive,0,dead,1, ,Middle,tributary,tributary
163,5/17/2019,22-60,22,60,Y,606,"JS, DF",,2019,5/20/2019,0.756157,05/20/2019 18:08:52,3,2,belly,False,81,6,64.820873,-147.288008,2_spring,True,Middle,alive,0,dead,1, ,Middle,tributary,tributary
163,5/17/2019,22-60,22,60,Y,606,"JS, DF",,2019,7/26/2019,0.741887,07/26/2019 17:48:19,4,2,belly,False,130,11,64.820348,-147.269105,3_summer,True,Middle,alive,0,dead,1, ,Middle,tributary,tributary
163,5/17/2019,22-60,22,60,Y,606,"JS, DF",,2019,10/7/2019,0.363067,43745.36307,5,1,wing,False,82,7,64.81583,-147.264255,4_fall,True,Middle,alive,0,dead,1, ,Middle,tributary,tributary
163,5/17/2019,22-60,22,60,Y,606,"JS, DF",,2019,12/18/2019,0.451817,12/18/2019 10:50:37,6,2,belly,True,96,19,64.832495,-147.288446,1_winter,True,Middle,dead,1,dead,1, ,Middle,tributary,tributary
163,5/17/2019,22-60,22,60,Y,606,"JS, DF",,2020,1/15/2020,0.581991,01/15/2020 13:58:04,7,1,left,True,97,29,64.835518,-147.3111,1_winter,True,Middle,dead,1,dead,1, ,Middle,tributary,tributary
163,5/17/2019,22-60,22,60,Y,606,"JS, DF",,2020,2/5/2020,0.632211,02/05/2020 15:10:23,8,1,wing,True,98,13,64.834867,-147.302392,1_winter,True,Middle,dead,1,dead,1, ,Middle,tributary,tributary
163,5/17/2019,22-60,22,60,Y,606,"JS, DF",,2020,5/29/2020,0.755787,05/29/2020 18:08:20,9,2,belly,True,104,13,64.835373,-147.29906,2_spring,True,Middle,dead,1,dead,1, ,Middle,tributary,tributary
163,5/17/2019,22-60,22,60,Y,606,"JS, DF",,2020,7/29/2020,0.622049,07/29/2020 14:55:45,10,2,belly,True,85,4,64.83375,-147.297995,3_summer,True,Middle,dead,1,dead,1, ,Middle,tributary,tributary
163,5/17/2019,22-60,22,60,Y,606,"JS, DF",,2020,11/1/2020,0.685,11/01/2020 16:26:24,11,2,belly,True,88,7,64.836692,-147.302766,4_fall,True,Middle,dead,1,dead,1, ,Middle,tributary,tributary
163,5/17/2019,22-60,22,60,Y,606,"JS, DF",,2021,1/13/2021,0.643403,01/13/2021 15:26:30,12,1,right,True,68,2,64.832025,-147.292775,1_winter,True,Middle,dead,1,dead,1, ,Middle,tributary,tributary
163,5/17/2019,22-60,22,60,Y,606,"JS, DF",,2021,1/27/2021,0.645046,01/27/2021 15:28:52,13,2,left,True,76,6,64.833903,-147.289386,1_winter,True,Middle,dead,1,dead,1, ,Middle,tributary,tributary
164,5/3/2019,22-61,22,61,Y,601,"RQ, LG, JS",,2019,5/3/2019,,NA,0.1,0,NA,NA,0,0,64.801,-147.2177,0_Tagging,NA,Middle,alive,0,harvested,2,"Caught  Caught on the Chena by Chena Lakes. Waypoint chosen from map and memory.  Didn't have actual waypoint, caught 9/4/19",Middle,tributary,tributary
164,5/3/2019,22-61,22,61,Y,601,"RQ, LG, JS",,2019,5/20/2019,0.756042,05/20/2019 18:08:42,3,2,wing,False,81,1,64.815548,-147.291497,2_spring,True,Middle,alive,0,harvested,2, ,Middle,tributary,tributary
164,5/3/2019,22-61,22,61,Y,601,"RQ, LG, JS",,2019,7/26/2019,0.744595,07/26/2019 17:52:13,4,2,wing,False,102,5,64.824178,-147.076162,3_summer,True,Middle,alive,0,harvested,2, ,Middle,tributary,tributary
164,5/3/2019,22-61,22,61,Y,601,"RQ, LG, JS",,2019,10/7/2019,0.367951,43745.36795,5,1,wing,False,38,2,64.843363,-147.635883,4_fall,True,Middle,alive,0,harvested,2, ,Middle,tributary,tributary
165,9/25/2019,22-61.2,22,61.2,Y,660,"LG, KW, LS",,2019,9/25/2019,,NA,0.1,0,NA,NA,0,0,62.99904,-141.79878,0_Tagging,NA,Upper,alive,0,alive,0,And redeployed Deployment #2,Upper,tributary,tributary
165,9/25/2019,22-61.2,22,61.2,Y,660,"LG, KW, LS",,2019,12/17/2019,0.533426,12/17/2019 12:48:08,6,1,belly,False,110,7,63.002047,-141.794535,1_winter,True,Upper,alive,0,alive,0, ,Upper,tributary,tributary
165,9/25/2019,22-61.2,22,61.2,Y,660,"LG, KW, LS",,2020,1/21/2020,0.519097,01/21/2020 12:27:30,7,2,left,False,85,27,63.000543,-141.80889,1_winter,True,Upper,alive,0,alive,0, ,Upper,tributary,tributary
165,9/25/2019,22-61.2,22,61.2,Y,660,"LG, KW, LS",,2020,2/5/2020,0.52331,02/05/2020 12:33:34,8,1,wing,False,97,10,63.001605,-141.788587,1_winter,True,Upper,alive,0,alive,0, ,Upper,tributary,tributary
166,6/6/2019,22-62,22,62,Y,720,"LSA, DF, Cole",,2019,6/6/2019,,NA,0.1,0,NA,NA,0,0,64.7478,-148.06018,0_Tagging,NA,Middle,alive,0,dead,1, ,Middle,mainstem,mainstem
166,6/6/2019,22-62,22,62,Y,720,"LSA, DF, Cole",,2019,7/26/2019,0.574479,07/26/2019 13:47:15,4,2,wing,False,54,3,64.710285,-148.205545,3_summer,True,Middle,alive,0,dead,1, ,Middle,mainstem,mainstem
166,6/6/2019,22-62,22,62,Y,720,"LSA, DF, Cole",,2019,12/18/2019,0.477014,12/18/2019 11:26:54,6,2,belly,True,59,4,64.708988,-148.20892,1_winter,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
166,6/6/2019,22-62,22,62,Y,720,"LSA, DF, Cole",,2020,5/27/2020,0.56603,05/27/2020 13:35:05,9,1,belly,True,57,4,64.71151,-148.213801,2_spring,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
166,6/6/2019,22-62,22,62,Y,720,"LSA, DF, Cole",,2020,10/22/2020,0.463333,10/22/2020 11:07:12,11,1,belly,True,76,4,64.713962,-148.213901,4_fall,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
166,6/6/2019,22-62,22,62,Y,720,"LSA, DF, Cole",,2021,1/13/2021,0.491852,01/13/2021 11:48:16,12,1,right,True,61,4,64.712845,-148.180015,1_winter,True,Middle,dead,1,dead,1, ,Middle,mainstem,mainstem
167,5/15/2019,22-63,22,63,Y,624,"JS, DF",,2019,5/15/2019,,NA,0.1,0,NA,NA,0,0,64.83781,-147.6795,0_Tagging,NA,Middle,alive,0,alive,0, ,Middle,tributary,tributary
167,5/15/2019,22-63,22,63,Y,624,"JS, DF",,2019,5/20/2019,0.760683,05/20/2019 18:15:23,3,2,belly,False,103,5,64.835478,-147.675008,2_spring,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
167,5/15/2019,22-63,22,63,Y,624,"JS, DF",,2019,10/7/2019,0.371227,43745.37123,5,1,wing,True,60,6,64.826537,-147.881673,4_fall,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
167,5/15/2019,22-63,22,63,Y,624,"JS, DF",,2019,12/17/2019,0.415208,12/17/2019 09:57:54,6,1,belly,True,47,9,64.7931,-147.84582,1_winter,False,Middle,alive,0,alive,0, ,Middle,tributary,tributary
167,5/15/2019,22-63,22,63,Y,624,"JS, DF",,2020,1/21/2020,0.404062,01/21/2020 09:41:51,7,2,right,False,44,3,64.574622,-147.112605,1_winter,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
167,5/15/2019,22-63,22,63,Y,624,"JS, DF",,2020,2/5/2020,0.642928,02/05/2020 15:25:49,8,1,belly,True,54,5,64.795955,-147.823135,1_winter,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
167,5/15/2019,22-63,22,63,Y,624,"JS, DF",,2020,5/28/2020,0.402882,05/28/2020 09:40:09,9,1,wing,True,54,2,64.792163,-147.860048,2_spring,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
167,5/15/2019,22-63,22,63,Y,624,"JS, DF",,2021,1/13/2021,0.64963,01/13/2021 15:35:28,12,1,left,True,67,1,64.825676,-147.866042,1_winter,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
168,5/2/2019,22-64,22,64,Y,600,"DS, AG",,2019,5/2/2019,,NA,0.1,0,NA,NA,0,0,64.84216,-147.81184,0_Tagging,NA,Middle,alive,0,alive,0, ,Middle,tributary,tributary
168,5/2/2019,22-64,22,64,Y,600,"DS, AG",,2019,5/20/2019,0.761991,05/20/2019 18:17:16,3,2,belly,False,68,1,64.841882,-147.79764,2_spring,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
168,5/2/2019,22-64,22,64,Y,600,"DS, AG",,2019,7/26/2019,0.732442,07/26/2019 17:34:43,4,2,belly,False,84,12,64.802745,-147.922008,3_summer,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
168,5/2/2019,22-64,22,64,Y,600,"DS, AG",,2019,10/7/2019,0.639769,10/07/2019 15:21:16,5,1,belly,False,47,1,64.84106,-147.800328,4_fall,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
168,5/2/2019,22-64,22,64,Y,600,"DS, AG",,2019,12/18/2019,0.458738,12/18/2019 11:00:35,6,2,belly,False,119,14,64.851533,-146.831553,1_winter,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
168,5/2/2019,22-64,22,64,Y,600,"DS, AG",,2020,2/5/2020,0.626655,02/05/2020 15:02:23,8,1,wing,False,99,24,64.850551,-146.853782,1_winter,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
168,5/2/2019,22-64,22,64,Y,600,"DS, AG",,2020,5/28/2020,0.651979,05/28/2020 15:38:51,9,1,wing,False,84,34,64.79992,-147.937362,2_spring,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
168,5/2/2019,22-64,22,64,Y,600,"DS, AG",,2020,7/29/2020,0.629919,07/29/2020 15:07:05,10,2,belly,False,94,18,64.797915,-147.916967,3_summer,True,Middle,alive,0,alive,0, ,Middle,tributary,tributary
