helper__unique_id_num*date*lat*long,unique_id,unique_id_num,tagging_date,channel,tag_id,use,total_length,crew,tagger,year,date,time,date_time,flight_num,flight_day,antenna,mort,power,hits,latitude,longitude,time_frame,highest_signal,section,current_state,current_state_num,fate_detailed,fate_detailed_num,notes,tagging_location,life_history,tagging_habitat,spawning_use,spawning_season
127-43610-64.96992-149.74221,22-26,127,5/25/2019,22,26,Y,730,"RQ, DS, TV, AG",,2019,5/25/2019,,NA,0.1,0,NA,NA,0,0,64.96992,-149.74221,0_Tagging,NA,Lower,alive,0,alive,0,,Lower,tributary,tributary,,
127-43672-64.768342-149.882457,22-26,127,5/25/2019,22,26,Y,730,"RQ, DS, TV, AG",,2019,7/26/2019,0.640394,7/26/2019 15:22,4,2,wing,FALSE,65,6,64.768342,-149.882457,3_summer,TRUE,Lower,alive,0,alive,0,,Lower,tributary,tributary,,
127-43817-64.982653-149.681,22-26,127,5/25/2019,22,26,Y,730,"RQ, DS, TV, AG",,2019,12/18/2019,0.514375,12/18/2019 12:20,6,2,wing,TRUE,85,15,64.982653,-149.681,1_winter,TRUE,Lower,alive,0,alive,0,,Lower,tributary,tributary,N,2019_2020
127-43845-64.635765-148.64873,22-26,127,5/25/2019,22,26,Y,730,"RQ, DS, TV, AG",,2020,1/15/2020,0.565312,1/15/2020 13:34,7,1,left,FALSE,83,15,64.635765,-148.64873,1_winter,TRUE,Middle,alive,0,alive,0,,Lower,tributary,tributary,N,2019_2020
127-43869-64.730888-148.152563,22-26,127,5/25/2019,22,26,Y,730,"RQ, DS, TV, AG",,2020,2/8/2020,0.474965,2/8/2020 11:23,8,2,wing,TRUE,52,3,64.730888,-148.152563,1_winter,TRUE,Middle,alive,0,alive,0,,Lower,tributary,tributary,Y,2019_2020
127-43978-64.8684-149.805752,22-26,127,5/25/2019,22,26,Y,730,"RQ, DS, TV, AG",,2020,5/27/2020,0.601192,5/27/2020 14:25,9,1,belly,FALSE,62,6,64.8684,-149.805752,2_spring,TRUE,Lower,alive,0,alive,0,,Lower,tributary,tributary,,
127-44040-64.903345-149.572685,22-26,127,5/25/2019,22,26,Y,730,"RQ, DS, TV, AG",,2020,7/28/2020,0.624491,7/28/2020 14:59,10,1,wing,FALSE,67,9,64.903345,-149.572685,3_summer,TRUE,Lower,alive,0,alive,0,,Lower,tributary,tributary,,
127-44126-64.819385-149.147628,22-26,127,5/25/2019,22,26,Y,730,"RQ, DS, TV, AG",,2020,10/22/2020,0.486146,10/22/2020 11:40,11,1,belly,TRUE,121,22,64.819385,-149.147628,4_fall,TRUE,Lower,alive,0,alive,0,,Lower,tributary,tributary,,
127-44209-64.829338-149.156072,22-26,127,5/25/2019,22,26,Y,730,"RQ, DS, TV, AG",,2021,1/13/2021,0.516123,1/13/2021 12:23,12,1,left,FALSE,70,8,64.829338,-149.156072,1_winter,TRUE,Lower,alive,0,alive,0,,Lower,tributary,tributary,N,2020_2021
127-44223-64.813486-149.151071,22-26,127,5/25/2019,22,26,Y,730,"RQ, DS, TV, AG",,2021,1/27/2021,0.521053,1/27/2021 12:30,13,2,left,TRUE,120,21,64.813486,-149.151071,1_winter,TRUE,Lower,alive,0,alive,0,,Lower,tributary,tributary,Y,2020_2021
128-43610-64.96992-149.74221,22-27,128,5/25/2019,22,27,Y,680,"RQ, DS, TV, AG",,2019,5/25/2019,,NA,0.1,0,NA,NA,0,0,64.96992,-149.74221,0_Tagging,NA,Lower,alive,0,dead,1,,Lower,tributary,tributary,,
128-43648-64.89135-151.437715,22-27,128,5/25/2019,22,27,N,680,"RQ, DS, TV, AG",,2019,7/2/2019,,7/2/2019,3.5,5,Yukon belly,TRUE,0,0,64.89135,-151.437715,3_summer,NA,Lower,dead,1,dead,1,,Lower,tributary,tributary,,
128-43672-64.884563-151.42671,22-27,128,5/25/2019,22,27,Y,680,"RQ, DS, TV, AG",,2019,7/26/2019,0.670394,7/26/2019 16:05,4,2,belly,TRUE,78,4,64.884563,-151.42671,3_summer,TRUE,Lower,dead,1,dead,1,,Lower,tributary,tributary,,
128-43755-64.88276-151.431438,22-27,128,5/25/2019,22,27,Y,680,"RQ, DS, TV, AG",,2019,10/17/2019,0.604178,10/17/2019 14:30,5,2,belly,TRUE,77,1,64.88276,-151.431438,4_fall,TRUE,Lower,dead,1,dead,1,,Lower,tributary,tributary,,
128-43817-64.893095-151.4392,22-27,128,5/25/2019,22,27,Y,680,"RQ, DS, TV, AG",,2019,12/18/2019,0.551875,12/18/2019 13:14,6,2,wing,TRUE,51,3,64.893095,-151.4392,1_winter,TRUE,Lower,dead,1,dead,1,,Lower,tributary,tributary,N,2019_2020
128-43845-64.889407-151.43532,22-27,128,5/25/2019,22,27,Y,680,"RQ, DS, TV, AG",,2020,1/15/2020,0.47897,1/15/2020 11:29,7,1,right,TRUE,49,2,64.889407,-151.43532,1_winter,TRUE,Lower,dead,1,dead,1,,Lower,tributary,tributary,N,2019_2020
128-43869-64.880787-151.428988,22-27,128,5/25/2019,22,27,Y,680,"RQ, DS, TV, AG",,2020,2/8/2020,0.528854,2/8/2020 12:41,8,2,belly,TRUE,70,2,64.880787,-151.428988,1_winter,TRUE,Lower,dead,1,dead,1,,Lower,tributary,tributary,N,2019_2020
128-43978-64.885943-151.430873,22-27,128,5/25/2019,22,27,Y,680,"RQ, DS, TV, AG",,2020,5/27/2020,0.656389,5/27/2020 15:45,9,1,belly,TRUE,66,6,64.885943,-151.430873,2_spring,TRUE,Lower,dead,1,dead,1,,Lower,tributary,tributary,,
128-44040-64.885817-151.431833,22-27,128,5/25/2019,22,27,Y,680,"RQ, DS, TV, AG",,2020,7/28/2020,0.602569,7/28/2020 14:27,10,1,belly,TRUE,57,1,64.885817,-151.431833,3_summer,TRUE,Lower,dead,1,dead,1,,Lower,tributary,tributary,,
128-44126-64.886371-151.433862,22-27,128,5/25/2019,22,27,Y,680,"RQ, DS, TV, AG",,2020,10/22/2020,0.545035,10/22/2020 13:04,11,1,belly,TRUE,67,5,64.886371,-151.433862,4_fall,TRUE,Lower,dead,1,dead,1,,Lower,tributary,tributary,,
129-43597-64.79224-149.19276,22-28,129,5/12/2019,22,28,Y,660,Happy crew,,2019,5/12/2019,,NA,0.1,0,NA,NA,0,0,64.79224,-149.19276,0_Tagging,NA,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,,
129-43604-64.797875-149.179678,22-28,129,5/12/2019,22,28,Y,660,Happy crew,,2019,5/19/2019,0.675625,5/19/2019 16:12,3,1,belly,FALSE,77,3,64.797875,-149.179678,2_spring,TRUE,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,,
129-43672-64.782603-149.162567,22-28,129,5/12/2019,22,28,Y,660,Happy crew,,2019,7/26/2019,0.606007,7/26/2019 14:32,4,2,wing,FALSE,69,5,64.782603,-149.162567,3_summer,TRUE,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,,
129-43817-64.562995-149.12762,22-28,129,5/12/2019,22,28,Y,660,Happy crew,,2019,12/18/2019,0.487338,12/18/2019 11:41,6,2,wing,FALSE,85,21,64.562995,-149.12762,1_winter,TRUE,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,N,2019_2020
129-43851-64.779518-147.69108,22-28,129,5/12/2019,22,28,Y,660,Happy crew,,2020,1/21/2020,0.653773,1/21/2020 15:41,7,2,left,FALSE,82,16,64.779518,-147.69108,1_winter,TRUE,Middle,alive,0,dead,1,,Lower,mainstem,mainstem,Y,2019_2020
129-43866-64.786005-147.698488,22-28,129,5/12/2019,22,28,Y,660,Happy crew,,2020,2/5/2020,0.417037,2/5/2020 10:00,8,1,wing,FALSE,84,11,64.786005,-147.698488,1_winter,TRUE,Middle,alive,0,dead,1,,Lower,mainstem,mainstem,N,2019_2020
129-43978-64.564277-149.024767,22-28,129,5/12/2019,22,28,Y,660,Happy crew,,2020,5/27/2020,0.577269,5/27/2020 13:51,9,1,wing,FALSE,110,26,64.564277,-149.024767,2_spring,TRUE,Middle,alive,0,dead,1,,Lower,mainstem,mainstem,,
129-44040-64.567082-149.019712,22-28,129,5/12/2019,22,28,Y,660,Happy crew,,2020,7/28/2020,0.64309,7/28/2020 15:26,10,1,wing,TRUE,83,5,64.567082,-149.019712,3_summer,TRUE,Middle,dead,1,dead,1,,Lower,mainstem,mainstem,,
129-44126-64.57125-149.014588,22-28,129,5/12/2019,22,28,Y,660,Happy crew,,2020,10/22/2020,0.472697,10/22/2020 11:20,11,1,wing,TRUE,92,11,64.57125,-149.014588,4_fall,TRUE,Middle,dead,1,dead,1,,Lower,mainstem,mainstem,,
129-44209-64.572243-149.001153,22-28,129,5/12/2019,22,28,Y,660,Happy crew,,2021,1/13/2021,0.502095,1/13/2021 12:03,12,1,left,TRUE,112,20,64.572243,-149.001153,1_winter,TRUE,Middle,dead,1,dead,1,,Lower,mainstem,mainstem,N,2020_2021
129-44223-64.570871-149.00913,22-28,129,5/12/2019,22,28,Y,660,Happy crew,,2021,1/27/2021,0.510637,1/27/2021 12:15,13,2,left,TRUE,102,25,64.570871,-149.00913,1_winter,TRUE,Middle,dead,1,dead,1,,Lower,mainstem,mainstem,N,2020_2021
130-43597-64.79224-149.19276,22-29,130,5/12/2019,22,29,Y,700,Happy crew,,2019,5/12/2019,,NA,0.1,0,NA,NA,0,0,64.79224,-149.19276,0_Tagging,NA,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,,
130-43604-64.797133-149.180925,22-29,130,5/12/2019,22,29,Y,700,Happy crew,,2019,5/19/2019,0.675602,5/19/2019 16:12,3,1,belly,FALSE,95,3,64.797133,-149.180925,2_spring,TRUE,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,,
130-43869-64.809695-149.157097,22-29,130,5/12/2019,22,29,Y,700,Happy crew,,2020,2/8/2020,0.499155,2/8/2020 11:58,8,2,belly,TRUE,60,3,64.809695,-149.157097,1_winter,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,N,2019_2020
130-44209-64.80836-149.15886,22-29,130,5/12/2019,22,29,Y,700,Happy crew,,2021,1/13/2021,0.515579,1/13/2021 12:22,12,1,left,TRUE,51,2,64.80836,-149.15886,1_winter,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,N,2020_2021
131-43596-64.78399-149.16125,22-30,131,5/11/2019,22,30,Y,750,Happy crew,,2019,5/11/2019,,NA,0.1,0,NA,NA,0,0,64.78399,-149.16125,0_Tagging,NA,Lower,alive,0,alive,0,,Lower,tributary,mainstem,,
131-43604-64.806183-149.160392,22-30,131,5/11/2019,22,30,Y,750,Happy crew,,2019,5/19/2019,0.675937,5/19/2019 16:13,3,1,belly,FALSE,85,3,64.806183,-149.160392,2_spring,TRUE,Lower,alive,0,alive,0,,Lower,tributary,mainstem,,
131-43672-64.898567-149.267375,22-30,131,5/11/2019,22,30,Y,750,Happy crew,,2019,7/26/2019,0.610336,7/26/2019 14:38,4,2,wing,FALSE,69,7,64.898567,-149.267375,3_summer,TRUE,Lower,alive,0,alive,0,,Lower,tributary,mainstem,,
131-43817-64.842353-149.161582,22-30,131,5/11/2019,22,30,Y,750,Happy crew,,2019,12/18/2019,0.499977,12/18/2019 11:59,6,2,belly,FALSE,77,11,64.842353,-149.161582,1_winter,TRUE,Lower,alive,0,alive,0,,Lower,tributary,mainstem,N,2019_2020
131-43869-64.851547-149.825643,22-30,131,5/11/2019,22,30,Y,750,Happy crew,,2020,2/8/2020,0.58147,2/8/2020 13:57,8,2,belly,FALSE,64,8,64.851547,-149.825643,1_winter,TRUE,Lower,alive,0,alive,0,,Lower,tributary,mainstem,Y,2019_2020
131-43978-64.978717-149.683213,22-30,131,5/11/2019,22,30,Y,750,Happy crew,,2020,5/27/2020,0.60544,5/27/2020 14:31,9,1,belly,FALSE,85,10,64.978717,-149.683213,2_spring,TRUE,Lower,alive,0,alive,0,,Lower,tributary,mainstem,,
131-44040-64.935081-149.434653,22-30,131,5/11/2019,22,30,Y,750,Happy crew,,2020,7/28/2020,0.538553,7/28/2020 12:55,10,1,belly,FALSE,46,2,64.935081,-149.434653,3_summer,FALSE,Lower,alive,0,alive,0,,Lower,tributary,mainstem,,
131-44209-64.572266-148.99999,22-30,131,5/11/2019,22,30,Y,750,Happy crew,,2021,1/13/2021,0.502083,1/13/2021 12:03,12,1,left,FALSE,60,1,64.572266,-148.99999,1_winter,TRUE,Middle,alive,0,alive,0,,Lower,tributary,mainstem,N,2020_2021
131-44223-64.569911-148.9752,22-30,131,5/11/2019,22,30,Y,750,Happy crew,,2021,1/27/2021,0.510359,1/27/2021 12:14,13,2,left,FALSE,52,2,64.569911,-148.9752,1_winter,TRUE,Middle,alive,0,alive,0,,Lower,tributary,mainstem,Y,2020_2021
132-43364-64.57601-148.9189,22-31,132,9/21/2018,22,31,Y,651,"AG, KD, MS",,2018,9/21/2018,,NA,0.1,0,NA,NA,0,0,64.57601,-148.9189,0_Tagging,NA,Middle,alive,0,dead,1,,Middle,mainstem,mainstem,,
132-43604-64.928048-151.117047,22-31,132,9/21/2018,22,31,Y,651,"AG, KD, MS",,2019,5/19/2019,0.722523,5/19/2019 17:20,3,1,belly,FALSE,76,3,64.928048,-151.117047,2_spring,TRUE,Lower,alive,0,dead,1,,Middle,mainstem,mainstem,,
132-43845-65.137883-151.881788,22-31,132,9/21/2018,22,31,Y,651,"AG, KD, MS",,2020,1/15/2020,0.488681,1/15/2020 11:43,7,1,left,TRUE,43,2,65.137883,-151.881788,1_winter,TRUE,Lower,dead,1,dead,1,,Middle,mainstem,mainstem,N,2019_2020
132-43869-65.143182-151.891917,22-31,132,9/21/2018,22,31,Y,651,"AG, KD, MS",,2020,2/8/2020,0.53794,2/8/2020 12:54,8,2,belly,TRUE,61,3,65.143182,-151.891917,1_winter,TRUE,Lower,dead,1,dead,1,,Middle,mainstem,mainstem,N,2019_2020
133-43363-64.57601-148.9189,22-32,133,9/20/2018,22,32,Y,959,"AG, DS, KD",,2018,9/20/2018,,NA,0.1,0,NA,NA,0,0,64.57601,-148.9189,0_Tagging,NA,Middle,alive,0,dead,1,,Middle,mainstem,mainstem,,
133-43492-64.731543-149.135129,22-32,133,9/20/2018,22,32,Y,959,"AG, DS, KD",,2019,1/27/2019,0.491458,1/27/2019 11:47,1,2,belly,FALSE,188,4,64.731543,-149.135129,1_winter,TRUE,Lower,alive,0,dead,1,,Middle,mainstem,mainstem,Y,2018_2019
133-43503-64.729898-149.131022,22-32,133,9/20/2018,22,32,Y,959,"AG, DS, KD",,2019,2/7/2019,0.481262,2/7/2019 11:33,2,2,belly,TRUE,184,3,64.729898,-149.131022,1_winter,TRUE,Lower,alive,0,dead,1,,Middle,mainstem,mainstem,N,2018_2019
133-43604-64.736727-149.120127,22-32,133,9/20/2018,22,32,Y,959,"AG, DS, KD",,2019,5/19/2019,0.673646,5/19/2019 16:10,3,1,wing,FALSE,71,5,64.736727,-149.120127,2_spring,TRUE,Lower,alive,0,dead,1,,Middle,mainstem,mainstem,,
133-43672-64.757083-149.134057,22-32,133,9/20/2018,22,32,Y,959,"AG, DS, KD",,2019,7/26/2019,0.605313,7/26/2019 14:31,4,2,wing,FALSE,54,4,64.757083,-149.134057,3_summer,TRUE,Lower,alive,0,dead,1,,Middle,mainstem,mainstem,,
133-43817-64.774657-149.1495,22-32,133,9/20/2018,22,32,Y,959,"AG, DS, KD",,2019,12/18/2019,0.498252,12/18/2019 11:57,6,2,belly,TRUE,71,6,64.774657,-149.1495,1_winter,TRUE,Lower,dead,1,dead,1,,Middle,mainstem,mainstem,N,2019_2020
133-43869-64.776203-149.144387,22-32,133,9/20/2018,22,32,Y,959,"AG, DS, KD",,2020,2/8/2020,0.498194,2/8/2020 11:57,8,2,belly,TRUE,91,5,64.776203,-149.144387,1_winter,TRUE,Lower,dead,1,dead,1,,Middle,mainstem,mainstem,N,2019_2020
133-43978-64.774693-149.137098,22-32,133,9/20/2018,22,32,Y,959,"AG, DS, KD",,2020,5/27/2020,0.587523,5/27/2020 14:06,9,1,belly,TRUE,80,2,64.774693,-149.137098,2_spring,TRUE,Lower,dead,1,dead,1,,Middle,mainstem,mainstem,,
133-44040-64.780628-149.147155,22-32,133,9/20/2018,22,32,Y,959,"AG, DS, KD",,2020,7/28/2020,0.633206,7/28/2020 15:11,10,1,belly,TRUE,67,2,64.780628,-149.147155,3_summer,TRUE,Lower,dead,1,dead,1,,Middle,mainstem,mainstem,,
133-44126-64.777605-149.140092,22-32,133,9/20/2018,22,32,Y,959,"AG, DS, KD",,2020,10/22/2020,0.484826,10/22/2020 11:38,11,1,belly,TRUE,101,12,64.777605,-149.140092,4_fall,TRUE,Lower,dead,1,dead,1,,Middle,mainstem,mainstem,,
133-44223-64.808762-149.157543,22-32,133,9/20/2018,22,32,Y,959,"AG, DS, KD",,2021,1/27/2021,0.520914,1/27/2021 12:30,13,2,right,FALSE,98,2,64.808762,-149.157543,1_winter,TRUE,Lower,dead,1,dead,1,,Middle,mainstem,mainstem,N,2020_2021
134-43364-64.57601-148.9189,22-33,134,9/21/2018,22,33,Y,785,"AG, KD, MS",,2018,9/21/2018,,NA,0.1,0,NA,NA,0,0,64.57601,-148.9189,0_Tagging,NA,Middle,alive,0,dead,1,,Middle,mainstem,mainstem,,
134-43492-64.706835-148.220713,22-33,134,9/21/2018,22,33,Y,785,"AG, KD, MS",,2019,1/27/2019,0.520833,1/27/2019 12:30,1,2,wing,TRUE,255,15,64.706835,-148.220713,1_winter,TRUE,Middle,alive,0,dead,1,,Middle,mainstem,mainstem,Y,2018_2019
134-43503-64.710537-148.209584,22-33,134,9/21/2018,22,33,Y,785,"AG, KD, MS",,2019,2/7/2019,0.44566,2/7/2019 10:41,2,2,wing,TRUE,255,37,64.710537,-148.209584,1_winter,TRUE,Middle,dead,1,dead,1,,Middle,mainstem,mainstem,N,2018_2019
134-43604-64.706052-148.220592,22-33,134,9/21/2018,22,33,Y,785,"AG, KD, MS",,2019,5/19/2019,0.649074,5/19/2019 15:34,3,1,belly,FALSE,87,1,64.706052,-148.220592,2_spring,TRUE,Middle,dead,1,dead,1,,Middle,mainstem,mainstem,,
134-43817-64.699437-148.23411,22-33,134,9/21/2018,22,33,Y,785,"AG, KD, MS",,2019,12/18/2019,0.477315,12/18/2019 11:27,6,2,belly,TRUE,58,4,64.699437,-148.23411,1_winter,TRUE,Middle,dead,1,dead,1,,Middle,mainstem,mainstem,N,2019_2020
134-43869-64.701037-148.225133,22-33,134,9/21/2018,22,33,Y,785,"AG, KD, MS",,2020,2/8/2020,0.476481,2/8/2020 11:26,8,2,belly,TRUE,95,4,64.701037,-148.225133,1_winter,TRUE,Middle,dead,1,dead,1,,Middle,mainstem,mainstem,N,2019_2020
135-43363-64.57601-148.9189,22-34,135,9/20/2018,22,34,Y,903,"AG, DS, KD",,2018,9/20/2018,,NA,0.1,0,NA,NA,0,0,64.57601,-148.9189,0_Tagging,NA,Middle,alive,0,dead,1,,Middle,mainstem,mainstem,,
135-43492-64.581464-148.943847,22-34,135,9/20/2018,22,34,Y,903,"AG, DS, KD",,2019,1/27/2019,0.499444,1/27/2019 11:59,1,2,belly,TRUE,255,24,64.581464,-148.943847,1_winter,TRUE,Middle,dead,1,dead,1,,Middle,mainstem,mainstem,Y,2018_2019
135-43503-64.583802-148.940374,22-34,135,9/20/2018,22,34,Y,903,"AG, DS, KD",,2019,2/7/2019,0.4689,2/7/2019 11:15,2,2,belly,TRUE,255,71,64.583802,-148.940374,1_winter,TRUE,Middle,dead,1,dead,1,,Middle,mainstem,mainstem,N,2018_2019
136-43364-64.57601-148.9189,22-35,136,9/21/2018,22,35,Y,741,"AG, KD, MS",,2018,9/21/2018,,NA,0.1,0,NA,NA,0,0,64.57601,-148.9189,0_Tagging,NA,Middle,alive,0,dead,1,,Middle,mainstem,mainstem,,
136-43491-64.696234-147.297224,22-35,136,9/21/2018,22,35,Y,741,"AG, KD, MS",,2019,1/26/2019,0.564757,1/26/2019 13:33,1,1,belly,FALSE,196,5,64.696234,-147.297224,1_winter,TRUE,Middle,alive,0,dead,1,,Middle,mainstem,mainstem,Y,2018_2019
136-43502-64.696741-147.306074,22-35,136,9/21/2018,22,35,Y,741,"AG, KD, MS",,2019,2/6/2019,0.401655,2/6/2019 9:38,2,1,belly,FALSE,254,13,64.696741,-147.306074,1_winter,TRUE,Middle,alive,0,dead,1,,Middle,mainstem,mainstem,N,2018_2019
136-43604-64.755577-149.969788,22-35,136,9/21/2018,22,35,Y,741,"AG, KD, MS",,2019,5/19/2019,0.708368,5/19/2019 17:00,3,1,belly,FALSE,99,12,64.755577,-149.969788,2_spring,TRUE,Lower,alive,0,dead,1,,Middle,mainstem,mainstem,,
136-43648-64.935306-150.376283,22-35,136,9/21/2018,22,35,N,741,"AG, KD, MS",,2019,7/2/2019,,7/2/2019,3.5,5,Yukon belly,FALSE,0,0,64.935306,-150.376283,3_summer,NA,Lower,alive,0,dead,1,,Middle,mainstem,mainstem,,
136-43672-64.931995-150.372762,22-35,136,9/21/2018,22,35,Y,741,"AG, KD, MS",,2019,7/26/2019,0.656354,7/26/2019 15:45,4,2,wing,FALSE,42,1,64.931995,-150.372762,3_summer,TRUE,Lower,alive,0,dead,1,,Middle,mainstem,mainstem,,
136-43817-64.939065-150.389355,22-35,136,9/21/2018,22,35,Y,741,"AG, KD, MS",,2019,12/18/2019,0.541736,12/18/2019 13:00,6,2,wing,TRUE,57,2,64.939065,-150.389355,1_winter,TRUE,Lower,dead,1,dead,1,,Middle,mainstem,mainstem,N,2019_2020
136-43845-64.931605-150.36563,22-35,136,9/21/2018,22,35,Y,741,"AG, KD, MS",,2020,1/15/2020,0.464734,1/15/2020 11:09,7,1,left,TRUE,52,3,64.931605,-150.36563,1_winter,FALSE,Lower,dead,1,dead,1,,Middle,mainstem,mainstem,N,2019_2020
136-43869-64.936397-150.378515,22-35,136,9/21/2018,22,35,Y,741,"AG, KD, MS",,2020,2/8/2020,0.518125,2/8/2020 12:26,8,2,belly,TRUE,82,9,64.936397,-150.378515,1_winter,TRUE,Lower,dead,1,dead,1,,Middle,mainstem,mainstem,N,2019_2020
137-43369-64.74836-148.00426,22-36,137,9/26/2018,22,36,Y,697,"AG, KD, MS",,2018,9/26/2018,,NA,0.1,0,NA,NA,0,0,64.74836,-148.00426,0_Tagging,NA,Middle,alive,0,dead,1,,Middle,mainstem,mainstem,,
137-43492-64.655439-148.466939,22-36,137,9/26/2018,22,36,Y,697,"AG, KD, MS",,2019,1/27/2019,0.516794,1/27/2019 12:24,1,2,wing,FALSE,144,3,64.655439,-148.466939,1_winter,TRUE,Middle,alive,0,dead,1,,Middle,mainstem,mainstem,Y,2018_2019
137-43503-64.651302-148.476548,22-36,137,9/26/2018,22,36,Y,697,"AG, KD, MS",,2019,2/7/2019,0.455023,2/7/2019 10:55,2,2,belly,TRUE,244,18,64.651302,-148.476548,1_winter,TRUE,Middle,dead,1,dead,1,,Middle,mainstem,mainstem,N,2018_2019
137-43604-64.65891-148.450222,22-36,137,9/26/2018,22,36,Y,697,"AG, KD, MS",,2019,5/19/2019,0.651968,5/19/2019 15:38,3,1,wing,TRUE,66,1,64.65891,-148.450222,2_spring,TRUE,Middle,dead,1,dead,1,,Middle,mainstem,mainstem,,
137-43672-64.65399-148.476513,22-36,137,9/26/2018,22,36,Y,697,"AG, KD, MS",,2019,7/26/2019,0.578241,7/26/2019 13:52,4,2,wing,TRUE,66,6,64.65399,-148.476513,3_summer,TRUE,Middle,dead,1,dead,1,,Middle,mainstem,mainstem,,
138-43370-64.74178-148.08385,22-37,138,9/27/2018,22,37,Y,939,"AG, KD, MS",,2018,9/27/2018,,NA,0.1,0,NA,NA,0,0,64.74178,-148.08385,0_Tagging,NA,Middle,alive,0,dead,1,,Middle,mainstem,mainstem,,
138-43492-64.699614-148.263457,22-37,138,9/27/2018,22,37,Y,939,"AG, KD, MS",,2019,1/27/2019,0.52015,1/27/2019 12:29,1,2,wing,FALSE,151,6,64.699614,-148.263457,1_winter,TRUE,Middle,alive,0,dead,1,,Middle,mainstem,mainstem,Y,2018_2019
138-43503-64.702256-148.237977,22-37,138,9/27/2018,22,37,Y,939,"AG, KD, MS",,2019,2/7/2019,0.545463,2/7/2019 13:05,2,2,belly,FALSE,163,4,64.702256,-148.237977,1_winter,TRUE,Middle,alive,0,dead,1,,Middle,mainstem,mainstem,N,2018_2019
138-43604-64.68027-148.283923,22-37,138,9/27/2018,22,37,Y,939,"AG, KD, MS",,2019,5/19/2019,0.650035,5/19/2019 15:36,3,1,belly,TRUE,133,9,64.68027,-148.283923,2_spring,TRUE,Middle,dead,1,dead,1,,Middle,mainstem,mainstem,,
138-43672-64.683965-148.27956,22-37,138,9/27/2018,22,37,Y,939,"AG, KD, MS",,2019,7/26/2019,0.57566,7/26/2019 13:48,4,2,belly,TRUE,58,6,64.683965,-148.27956,3_summer,TRUE,Middle,dead,1,dead,1,,Middle,mainstem,mainstem,,
138-43755-64.680997-148.287086,22-37,138,9/27/2018,22,37,Y,939,"AG, KD, MS",,2019,10/17/2019,0.522188,10/17/2019 12:31,5,2,belly,TRUE,110,1,64.680997,-148.287086,4_fall,TRUE,Middle,dead,1,dead,1,,Middle,mainstem,mainstem,,
138-43817-64.68179-148.285348,22-37,138,9/27/2018,22,37,Y,939,"AG, KD, MS",,2019,12/18/2019,0.477928,12/18/2019 11:28,6,2,belly,TRUE,83,3,64.68179,-148.285348,1_winter,TRUE,Middle,dead,1,dead,1,,Middle,mainstem,mainstem,N,2019_2020
138-43869-64.678487-148.296058,22-37,138,9/27/2018,22,37,Y,939,"AG, KD, MS",,2020,2/8/2020,0.477442,2/8/2020 11:27,8,2,wing,TRUE,84,4,64.678487,-148.296058,1_winter,TRUE,Middle,dead,1,dead,1,,Middle,mainstem,mainstem,N,2019_2020
138-43978-64.683507-148.279385,22-37,138,9/27/2018,22,37,Y,939,"AG, KD, MS",,2020,5/27/2020,0.567326,5/27/2020 13:36,9,1,belly,TRUE,63,4,64.683507,-148.279385,2_spring,TRUE,Middle,dead,1,dead,1,,Middle,mainstem,mainstem,,
138-44040-64.675747-148.285185,22-37,138,9/27/2018,22,37,Y,939,"AG, KD, MS",,2020,7/28/2020,0.650718,7/28/2020 15:37,10,1,wing,TRUE,57,1,64.675747,-148.285185,3_summer,TRUE,Middle,dead,1,dead,1,,Middle,mainstem,mainstem,,
139-43369-64.74836-148.00426,22-38,139,9/26/2018,22,38,Y,783,"AG, KD, MS",,2018,9/26/2018,,NA,0.1,0,NA,NA,0,0,64.74836,-148.00426,0_Tagging,NA,Middle,alive,0,dead,1,,Middle,mainstem,mainstem,,
139-43492-64.736015-149.122404,22-38,139,9/26/2018,22,38,Y,783,"AG, KD, MS",,2019,1/27/2019,0.500463,1/27/2019 12:00,1,2,wing,FALSE,225,9,64.736015,-149.122404,1_winter,TRUE,Lower,alive,0,dead,1,,Middle,mainstem,mainstem,Y,2018_2019
139-43501-64.787721-150.031224,22-38,139,9/26/2018,22,38,Y,783,"AG, KD, MS",,2019,2/5/2019,0.622488,2/5/2019 14:56,2,1,belly,FALSE,214,5,64.787721,-150.031224,1_winter,TRUE,Lower,alive,0,dead,1,,Middle,mainstem,mainstem,N,2018_2019
139-43604-64.855198-149.82007,22-38,139,9/26/2018,22,38,Y,783,"AG, KD, MS",,2019,5/19/2019,0.69478,5/19/2019 16:40,3,1,belly,FALSE,81,2,64.855198,-149.82007,2_spring,TRUE,Lower,alive,0,dead,1,,Middle,mainstem,mainstem,,
139-43672-64.851397-149.725495,22-38,139,9/26/2018,22,38,Y,783,"AG, KD, MS",,2019,7/26/2019,0.617419,7/26/2019 14:49,4,2,wing,TRUE,65,5,64.851397,-149.725495,3_summer,TRUE,Lower,alive,0,dead,1,,Middle,mainstem,mainstem,,
